OBJECTID;profileId;TIPO;EPIPEDON;ENDOPEDON;ORDEN;SUBORDEN;GRANGRUPO;SUBGRUPO;FAMILIA_TE;LATITUD;LONGITUD;pH.0_30_spline;pH.30_100_spline;pH.0_30_Sum.Pond;pH.30_100_Sum.Pond;DEM;AnHill;Slo;Aspect;Plan_Curv;Prof_Curv;Conv_Ind;Closs_Dep;TotCatchAr;TWI;LSfactor;CHBL;CND;VD;RSP;MRVBF;MRRTF;TRI;visSky;SkyVF;Pos_Op;Neg_Op;TPI;clima;tipo_relieve;ndvi
53;AF-050;OBSERVACION;OCRICO;CAMBICO;VERTISOL;AQUERTS;ENDOAQUERTS;TYPIC ENDOAQUERTS;FINA;9.955527778;-73.97397222;5.86336558;6.948681799;5.933333333;3.942857143;61.06627274;0.797049463;0.036344774;3.617752075;-0.000260869;-8.84E-05;-11.51891994;0;21768.95313;9.603329659;0.441414505;61.06627274;0;754.8305664;0;6.946291447;3.764887094;1.292321682;97.02559662;0.997635186;1.524074554;1.570352674;-1.808172345;3;1;0.788796491
54;AF-051;OBSERVACION;MOLICO;CAMBICO;MOLISOL;USTOLLS;HAPLUSTOLLS;TYPIC HAPLUSTOLLS;FRANCA FINA;9.945722222;-73.94980556;6.164619251;6.513829426;6.183333333;3.714285714;60.3544693;0.785485446;0.000123405;3.141592741;0.000142216;-1.70E-05;1.044159889;0;66883.42188;14.61726475;0.000361834;60.33647156;0.017997742;737.1142578;2.44E-05;6.873477936;2.992950916;0.408277333;97.35342407;0.996761084;1.529224038;1.570657849;-0.93226099;3;1;0.504940727
55;AF-053;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;TYPIC ENDOAQUEPTS;FINA;9.93;-73.94183333;6.495026287;6.776873422;6.5;6.771428571;66;0.809544444;0.052044217;3.467270851;0.00022929;4.03E-05;32.72628784;0;1487.403442;6.62139225;0.416527957;60.86357498;5.136425018;722.5664063;0.00705841;6.849671364;3.98753643;1.081317067;98.80311584;0.999051869;1.551995754;1.537918329;0.854694247;3;1;0.863789018
56;AF-057;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;EPIAQUEPTS;TYPIC EPIAQUEPTS;FINA;9.913027778;-73.94369444;6.52678371;6.194176015;6.5;6.214285714;60.2575264;0.785223663;0.000188901;5.890491486;-1.60E-08;2.45E-08;-0.189892501;0;13625.70703;12.75887394;0.000433972;60.12285614;0.134670258;725.4921875;0.000185592;6.964500904;3.141223907;0.00358415;99.63536072;0.999955297;1.565068603;1.570208788;7.22E-07;3;1;0.731349737
57;AF-058;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;TYPIC ENDOAQUEPTS;FINA;9.921222222;-73.94788889;7.059322804;8.016129261;7.1;8;60.09244919;0.785223663;0.000188901;5.105082989;-0.00012754;-0.000200122;-14.03985023;0;5172.25293;11.79022408;0.000357541;60.09244919;0;729.7978516;0;6.959412098;0.309165388;0.00358415;98.59675598;0.999195814;1.548754215;1.570306301;-0.611556292;3;8;0.760148634
58;AF-059;OBSERVACION;OCRICO;CAMBICO;VERTISOL;AQUERTS;ENDOAQUERTS;TYPIC ENDOAQUERTS;FINA;9.929722222;-73.95288889;6.098749532;4.724721455;6.066666667;4.785714286;63;0.787885725;0.070593178;3.926990747;-0.000124107;-0.000182543;-19.20866966;0;1272.622192;6.050222397;0.586773157;59.39612961;3.603870392;731.987793;0.004899281;6.711905479;2.911485195;1.673320055;98.59241486;0.997648418;1.548686147;1.533536434;0.230491012;3;1;0.799979284
59;AG-003;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;USTORTHENTS;TYPIC USTORTHENTS;ESQUELETICA FRANCA SOBRE FRAGMENTAL;9.71421;-74.59972;6.53572939;6.215412751;6.5;2.592857143;63.01047134;0.867557645;0.082946412;2.212899923;-2.00E-05;-5.79E-05;-2.655099869;0;7436.797363;7.663990021;1.031737328;62.32897949;0.681491852;733.0131836;0.000928849;1.821786165;0.004963388;2.229513407;95.58127594;0.994876266;1.501387239;1.565394759;-2.505457878;3;4;0.550597295
60;AG-005;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FINA;9.70938;-74.61127;6.991909951;7.163709401;7;6.642857143;83;0.79773289;0.037289597;3.607331514;-2.97E-05;6.73E-05;-1.501853824;0;1082.910156;6.580199242;0.250596404;69.80480957;13.19519043;710.8569336;0.018224088;0.886635602;4.933419704;1.182333231;99.1667099;0.999512017;1.557720542;1.532034159;1.214966893;3;4;0.442849874
61;AG-006;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.7031;-74.61624;5.796392642;6.418956038;5.833333333;6.378571429;65.12984467;0.819770098;0.047835514;1.570796371;-0.000194184;-3.08E-05;-7.090435028;0;497234.2813;12.75484276;1.251651049;65.12984467;0;725.5400391;0;3.89932704;4.934758186;1.396577001;96.59379578;0.996942639;1.517291903;1.566144705;-2.261963606;3;7;0.640169763
62;AG-009;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FINA;9.76905;-74.60214;5.190767308;6.428409093;5.233333333;6.428571429;67.20008087;0.776166558;0.013296109;4.699258804;-1.56E-06;-0.00049868;4.82558012;0;3235881.25;15.89587975;0.343881637;67.20008087;0;758.9550781;0;5.856524944;0.109439969;0.357751369;98.21134949;0.999025404;1.542700291;1.569519281;-0.383889675;3;5;0.58910316
63;AG-010;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;VERTIC ENDOAQUEPTS;FINA;9.76773;-74.60654;5.610539751;5.905694083;5.666666667;5.871428571;67.23531342;0.785572767;0.000188984;1.9636724;7.66E-05;-0.000117632;-28.86931229;0;1041944.813;17.09568405;0.001033715;67.23530579;7.63E-06;758.4697266;1.01E-08;5.766088486;0.109458566;0.003585728;98.48513031;0.999367118;1.547000766;1.569209576;-0.090383373;3;6;0.549544038
64;AG-012;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA GRUESA;9.76257;-74.60606;6.075294429;6.129262331;6.083333333;6.135714286;73.00523376;0.809228718;0.033320997;1.570796371;0.000383264;0.000192068;32.41865158;0;2932.969482;7.983770847;0.280285865;68.17979431;4.825439453;749.8544922;0.006394021;5.609738827;2.949392319;1.091626287;97.65983582;0.998601377;1.534037113;1.550871968;-0.833169878;3;4;0.493286609
65;AG-013;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;DYSTRUSTEPTS;TYPIC DYSTRUSTEPTS;FRANCA FINA;9.76124;-74.60522;6;6;6;2.571428571;68;0.829184711;0.04378657;2.355369568;-0.000387529;-0.00018721;-13.75466251;0;177293.8125;11.46558189;0.847050548;67.79527283;0.204727173;754.0883789;0.000271416;5.484345436;0.015955949;0.833715022;98.10832214;0.998838484;1.541081905;1.558284521;-1.279565334;3;7;0.662158467
66;AG-015;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.76007;-74.61332;5.498144972;6.160074294;5.5;5.192857143;84;0.775384665;0.060020342;0.588002622;0.000253904;0.000319928;9.687086105;0;1170.587646;6.148970604;0.469289571;72.19474792;11.80525208;737.621582;0.015752375;0.744763613;3.79102087;1.34164083;99.0011673;0.998603821;1.555106759;1.518516779;1.972690105;3;4;0.536074026
67;AG-017;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FINA;9.76196;-74.62285;5.491042798;6.884522096;5.5;5.611428571;91;0.832503736;0.047105581;2.356194496;0.000191572;0.000344919;10.06863689;0;1530.677979;6.640318871;0.360055804;78.08660126;12.91339874;731.9677734;0.017336186;0.520377576;4.864163399;0.89442718;99.01977539;0.999364674;1.555486321;1.53864491;0.945321381;3;4;0.385385707
68;AG-018;OBSERVACION;MOLICO;CAMBICO;MOLISOL;USTOLLS;HAPLUSTOLLS;TYPIC HAPLUSTOLLS;FRANCA FINA SOBRE ARENOSA;9.7683;-74.62218;6.5;6.5;6.5;3.342857143;77.01480865;0.785398185;0.000174432;0.785398185;4.99E-05;-0.000548732;6.282944202;0;556837.5625;16.39001274;0.000808848;76.89854431;0.116264343;749.4819336;0.000155102;3.993571281;4.836384296;0.003582574;97.51931;0.998237491;1.531829715;1.565488696;-1.073505521;3;7;0.540862498
69;AG-019;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA GRUESA;9.76911;-74.6144;6.053415678;6.79678797;6.1;3.091428571;88;0.785675764;0.023565862;3.926990747;0.000504939;-6.86E-06;30.87830925;0;900;6.802394867;0.131635308;72.81633759;15.18366241;738.7036133;0.020140495;3.71401453;2.984853983;1.414213538;99.75733185;0.999729693;1.566984534;1.500787735;3.378378391;3;4;0.457443664
70;AG-020;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.78092;-74.62963;5.906117042;6.218203922;5.933333333;2.214285714;91.01264191;0.785706997;0.023355249;3.925443411;4.67E-05;-0.000354615;3.022103786;0;4828.922363;8.491360664;0.18206501;86.52912903;4.483512878;742.5078125;0.006002095;2.911660194;4.846694946;0.624465227;97.25031281;0.997925162;1.527604342;1.562444925;-1.317314506;3;4;0.378876766
71;AG-021;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HUMUSTEPTS;TYPIC HUMUSTEPTS;FRANCA FINA;9.88547;-74.59067;5.466834299;7.025328464;5.5;7.024285714;103;0.855991364;0.070593178;2.356194496;0.000197639;0.000491592;9.957032204;0;1467.30896;6.192573071;0.603718758;93.71826172;9.281738281;787.2202148;0.011653127;0.729865253;2.221875668;1.414213538;98.36611938;0.99829185;1.545131445;1.52861011;1.268161654;3;4;0.513580668
72;AG-022;OBSERVACION;UMBRICO;CAMBICO;INCEPTISOL;USTEPTS;HUMUSTEPTS;OXYAQUIC HUMUSTEPTS;FRANCA FINA;9.88463;-74.59695;5.936779792;6.893384065;6.033333333;6.835714286;107.0126419;0.750466764;0.036962047;5.824632645;-0.000157685;-0.000261677;-6.043645859;0;30352.81055;9.924674034;0.482754529;100.8122101;6.200431824;782.7011719;0.007859576;1.984210253;3.760821342;0.992421329;97.21354675;0.997874916;1.527026772;1.558727384;-1.369743347;3;7;0.642256467
73;AG-023;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FINA;9.88379;-74.60634;6.256983506;8.035236465;6.42;7.968571429;121;0.809228718;0.033320997;1.570796371;-0.000329614;-0.000132024;-35.08683777;0;1032.352539;6.939595222;0.227460146;106.5666504;14.43334961;768.4018555;0.018437278;1.918721676;4.76223135;1.095445156;99.04225159;0.99907589;1.555907845;1.533730149;0.106317058;3;4;0.547460414
74;AG-024;OBSERVACION;MOLICO;CAMBICO;MOLISOL;AQUOLLS;ENDOAQUOLLS;TYPIC ENDOAQUOLLS;FRANCA FINA SOBRE FRAGMENTAL;9.88674;-74.60764;6.674941535;7.016841133;6.693333333;3.2;115;0.761770666;0.023627589;5.500397205;-0.000447946;2.66E-05;-17.49857521;0;22218.01953;10.00604534;0.250808269;109.039032;5.960968018;776.059082;0.007622526;2.811856985;4.243888378;0.632459879;98.11326599;0.998575509;1.541299224;1.556050897;-0.893624604;3;7;0.693760645
75;AG-025;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FINA;9.88583;-74.61375;7.111999022;7.754829765;7.133333333;6.864285714;125;0.811335981;0.074398026;3.605240345;0.000659683;0.00029767;11.62779713;0;1033.080322;5.841688156;0.608862579;109.3785172;15.62148285;765.6923828;0.019993864;0.017198436;1.906031132;2;99.28185272;0.997838736;1.559742928;1.493054867;3.675675631;3;4;0.471518719
76;AG-027;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.88505;-74.62017;6.594630623;7.40961295;6.633333333;6.335714286;113;0.844312668;0.067951038;1.818209767;0.000197343;-0.000109249;6.892805576;0;2441.30957;6.892231464;0.655813158;111.3927612;1.60723877;777.3237305;0.002063391;3.055710793;0.181103483;1.32948935;97.28029633;0.997222483;1.528075337;1.545004249;-0.686774194;3;4;0.581986887
77;AG-028;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.85725;-74.60344;5.712329791;6.002259063;5.716666667;6;110.0052338;0.809045196;0.033234321;1.565545082;-0.000215102;-0.000206338;-2.831111908;0;33928.34766;10.429389;0.455332369;97.40784454;12.59738922;764.8520508;0.016203484;1.985053539;3.570480347;0.892092705;96.61984253;0.996655881;1.517700911;1.553823113;-2.428613901;3;7;0.611206764
78;AG-032;OBSERVACION;MOLICO;CAMBICO;MOLISOL;USTOLLS;HAPLUSTOLLS;TYPIC HAPLUSTOLLS;FRANCA GRUESA;9.859;-74.5863;6.566427782;6.780468747;6.583333333;6.721428571;89.05796814;0.796622276;0.015786448;1.570796371;-0.000358014;-0.000364168;-9.66023159;0;528115.625;13.92439365;0.299918264;89.05796814;0;786.3598633;0;5.682593346;3.921384573;0.729698479;97.33878326;0.997857332;1.528993964;1.568288207;-1.92699635;3;7;0.656357469
79;AG-033;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HUMUSTEPTS;TYPIC HUMUSTEPTS;FRANCA FINA;9.85691;-74.59008;5.563836565;7.816133791;5.633333333;7.742857143;101;0.820803404;0.03725056;2.677945137;6.13E-05;-0.000137892;-2.58073473;0;3028.260498;7.610278606;0.307442755;88.88555908;12.11444092;773.2954102;0.015424356;1.802523732;3.23844099;0.774596691;98.11199951;0.998627365;1.54145062;1.543084979;-0.135276586;3;4;0.669141825
80;AG-034;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.8558;-74.59719;6.268399791;7.890776251;6.3;5.171428571;112;0.879628956;0.096878305;2.11121583;0.000323552;0.000289487;4.375793934;0;2473.69873;6.427175522;1.016532183;94.35346222;17.64653778;761.8383789;0.022638716;0.653229833;0.131185994;1.897366643;97.23880768;0.996810317;1.527946234;1.514497161;0.459459454;3;4;0.616776162
81;AG-036;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA GRUESA;9.58563;-74.51738;6.577007108;6.927789805;6.616666667;6.885714286;47;0.764438212;0.074398026;4.24874115;-0.000158057;-8.29E-05;-4.583005428;0;1900.440552;6.451228619;0.687801838;42.73019028;4.269809723;673.0268555;0.006304194;0.267142802;0.663256168;1.549193382;97.88508606;0.997517645;1.537724972;1.526926517;0.933535278;3;4;0.569979549
82;AG-037;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FINA;9.60791;-74.52252;5.526825972;7.139373855;5.61;6.182857143;53;0.844317138;0.060020342;2.553590059;0.000196006;0.000147737;9.798918724;0;1240.049805;6.206615925;0.474731386;47.68551254;5.314487457;679.7919922;0.00775717;0.4768821;1.770883918;1.183215976;98.38887024;0.997861385;1.545488834;1.531564593;1.134027362;3;4;0.373974755
83;AG-038;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA GRUESA;9.60013;-74.51036;6.5;6.5;6.5;6.5;61;0.798872352;0.060020342;0.982793748;0.000158315;0.000416395;1.778659344;0;1503.846191;6.399490356;0.493401885;47.97694778;13.02305222;666.4267578;0.019167056;0.600063741;1.293285131;1.183215976;98.35187531;0.998502016;1.544907689;1.526069522;1.107966542;3;4;0.520775883
84;AG-039;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FINA;9.60886;-74.51005;5.570213679;7.729346115;5.75;7.628571429;75;0.902924299;0.119611338;2.158798933;0.000728149;-3.72E-07;5.38999033;0;1801.327637;5.886841297;1.250797033;50.4323349;24.5676651;657.2539063;0.036032397;0.039096348;0.77202481;2.449489832;98.0311203;0.996065676;1.540659308;1.480710626;3.297297239;3;4;0.515309072
85;AG-040;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FINA;9.70127;-74.55891;7;7;7;6.5;72.03792572;0.785325885;0.000188984;4.319512844;-0.000170354;-0.000706628;-6.483615875;0;7240098;19.03422928;0.001523284;72.03792572;0;714.8789063;0;3.884331226;0.002787014;0.003585728;97.07988739;0.997423708;1.524927258;1.567990065;-1.118108034;3;5;0.498593157
86;AG-041;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;USTORTHENTS;TYPIC USTORTHENTS;FRAGMENTAL;9.70413;-74.56002;6.767930803;7.143985215;6.8;0.6;85;0.739508092;0.066568166;4.712388992;0.000459339;0.000190728;11.23794174;0;959.1939087;6.172945976;0.550708294;72.04959106;12.95040894;703.6254883;0.018072627;0.010985878;1.943837523;1.897366643;98.9131546;0.998120666;1.553772926;1.468032241;4.620855331;3;4;0.600297778
87;AG-042;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FINA;9.70544;-74.56594;6.581061346;6.643859618;6.583333333;5.507142857;66.06933594;0.796276569;0.015474577;3.152873993;-0.000310347;-0.000376604;-13.7677393;0;4133421.75;15.99074078;0.440033495;66.06933594;0;723.6132813;0;3.99153614;0.030556565;0.41621995;97.51548767;0.998162091;1.531769753;1.570158601;-1.314449668;3;5;0.518950106
88;AG-043;OBSERVACION;UMBRICO;CAMBICO;INCEPTISOL;USTEPTS;HUMUSTEPTS;TYPIC HUMUSTEPTS;FRANCA FINA;9.70544;-74.57272;6.581586047;6.969971728;6.61;5.962857143;65.18400574;0.785398185;0.000174612;3.926990747;-3.44E-05;-0.000138523;-7.01196003;0;1769738.25;17.54632568;0.001020668;65.18400574;0;724.8393555;0;4.539035797;0.030563585;0.003584422;98.35852051;0.999262571;1.545011997;1.569272757;-0.118752554;3;5;0.477404986
89;AG-054;OBSERVACION;MOLICO;CAMBICO;MOLISOL;USTOLLS;HAPLUSTOLLS;TYPIC HAPLUSTOLLS;FRANCA FINA;9.82975;-74.61488;6.657486773;7.678350933;6.7;7.678571429;114;0.77368468;0.016665123;4.712388992;-0.00014416;6.62E-05;-3.147923231;0;2062.7854;8.324959755;0.106151611;101.5625992;12.43740082;745.8735352;0.016401453;1.468535185;3.262503386;0.44721359;99.05371094;0.99960196;1.555932045;1.538650036;0.728480339;3;4;0.499866292
90;AG-055;OBSERVACION;MOLICO;CAMBICO;MOLISOL;USTOLLS;HAPLUSTOLLS;TYPIC HAPLUSTOLLS;FINA;9.82694;-74.61713;6.561366071;7.734061814;6.633333333;7.694285714;105.0305176;0.785572588;0.000188818;2.749080896;-9.88E-05;-0.000586108;-37.81032181;0;218801.1406;15.53515434;0.000755716;105.0305176;0;753.402832;0;2.954595089;3.612148523;0.003582574;98.43675995;0.999309182;1.546241045;1.557903886;-0.613608062;3;7;0.500093096
91;AG-057;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FINA;9.82052;-74.62486;7.725566595;8.025700797;7.8;8;97;0.775442421;0.059948046;0.588808775;-0.000563525;-0.000508591;-13.41375542;0;2094.936523;6.73203516;0.526381552;89.80210114;7.197898865;758.0419922;0.009406068;1.931708813;0.10204418;1.481122851;97.44589996;0.99705261;1.530676723;1.535943508;-0.432915568;3;4;0.550556897
92;AG-058;OBSERVACION;MOLICO;CAMBICO;MOLISOL;USTOLLS;HAPLUSTOLLS;AQUIC HAPLUSTOLLS;FRANCA FINA;9.81566;-74.62619;7;7;7;6;92;0.864533007;0.079930209;2.502757072;0.000321042;-0.000392004;8.080048561;0;1725.689087;6.240858555;0.734276295;90.15675354;1.84324646;760.4018555;0.002418181;0.775627613;1.149483204;1.544914246;97.03071594;0.996557236;1.524154902;1.536175728;0.303048223;3;4;0.742202377
93;AG-059;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HUMUSTEPTS;OXYAQUIC HUMUSTEPTS;FINA;9.70697;-74.52261;6.505118105;6.689473527;6.5;6.214285714;92.00523376;0.773620725;0.016578838;6.272655487;-0.000578342;-0.000455017;-13.91707993;0;89564.89063;12.09063816;0.223680317;91.46018982;0.545043945;696.0878906;0.000782398;4.254546165;5.757652283;0.444885314;97.31739044;0.998072803;1.528658032;1.565270305;-1.051967978;3;4;0.576432583
94;AG-060;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FINA;9.70652;-74.51663;6.203371373;6.723895975;6.2;6.785714286;106;0.738596976;0.052655909;5.034139633;9.67E-05;0.000210179;3.493757486;0;6619.394043;8.10461235;0.570272982;94.2405014;11.7594986;681.4399414;0.016964091;2.047034502;5.78715992;1.673320055;95.57978821;0.994289041;1.501363754;1.546847701;-2.621762991;3;4;0.409443058
95;AG-061;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.70697;-74.50966;6.549988852;7.762414919;6.616666667;7.728571429;97;0.810000062;0.052234963;3.459302425;-0.000283739;-0.000631517;-9.417165756;0;3681.118896;7.527896404;0.502069771;96.65139771;0.348602295;690.3417969;0.000504716;3.95016551;5.892590523;1.088175893;97.00071716;0.996908784;1.523683667;1.553823113;-1.087596536;3;7;0.60178908
96;AG-062;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;DYSTRUSTEPTS;TYPIC DYSTRUSTEPTS;FINA;9.7068;-74.5033;5.482296781;5.707082963;5.5;5.714285714;107;0.786506832;0.047105581;0.785398185;0.00025119;9.38E-05;6.138655186;0;1298.387207;6.475730896;0.348396599;100.4217224;6.578277588;679.8115234;0.00958388;2.575707436;4.084922791;0.89442718;98.58148956;0.998313367;1.548514485;1.535972476;1.026744127;3;4;0.548374858
97;AG-063;OBSERVACION;MOLICO;CAMBICO;MOLISOL;USTOLLS;HAPLUSTOLLS;TYPIC HAPLUSTOLLS;FRANCA FINA;9.70586;-74.45544;6.788218864;7.002938938;6.8;6;79;0.751975656;0.035536315;5.157296658;-0.000534024;-0.000263316;-37.52633667;0;2364.802734;7.416580677;0.275586158;78.12939453;0.870605469;704.253418;0.001234684;4.95803833;0.342185527;0.734734237;98.50307465;0.998766422;1.547282696;1.553335905;-0.142298937;3;5;0.695057149
98;AG-064;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FINA;9.70266;-74.45519;5.951792134;7.34932607;5.966666667;3.771428571;78.05056;0.785223544;0.000188984;5.105265141;-3.35E-05;-0.000150386;-24.87168312;0;15895.15137;12.91285419;0.000447801;77.92604828;0.124511719;703.3178711;0.000177003;4.983892918;0.344381064;0.003585728;98.81253815;0.999602199;1.552143693;1.569163918;-0.025629405;3;4;0.564273175
99;AG-065;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FINA;9.70852;-74.45475;5.463347997;7.11306552;5.5;4.15;79.03051758;0.7741009;0.016069427;6.283185482;-9.88E-05;-0.000162672;-8.14802742;0;29173046;17.91830826;0.68467325;79.03422546;-0.003707886;705.5668945;-5.26E-06;4.968859196;0.00278588;0.750961483;97.60284424;0.998265624;1.533141851;1.570068479;-1.225439072;3;5;0.488451169
100;AG-066;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;TYPIC ENDOAQUEPTS;FRANCA FINA;9.71075;-74.45094;7;7;7;7;80.0798111;0.774514675;0.01530017;6.271783352;-0.000365345;-0.000206258;-18.88530922;0;227050.4375;13.10027027;0.242682934;80.0798111;0;705.6552734;0;4.889358521;0.030551644;0.411535442;97.85293579;0.99871254;1.537070394;1.569959044;-0.591989875;3;6;0.540779709
101;AG-067;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;DYSTRUSTEPTS;TYPIC DYSTRUSTEPTS;FINA;9.71397;-74.44725;4.5;4.5;4.5;4.5;89;0.787885725;0.070593178;0.785398185;2.58E-05;-0.000170149;0.563416898;0;5691.974121;7.54820013;0.791740656;84.37536621;4.624633789;698.3598633;0.006578572;0.868360817;0.095692255;1.414213538;96.87918854;0.996971726;1.521774769;1.535064101;-0.524894893;3;4;0.374740215
102;AG-068;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FINA;9.70847;-74.44202;6.501122191;6.781577652;6.5;6.821428571;103;0.808964014;0.023565862;2.356194496;0.000524675;0.000279531;18.88637161;0;900;6.802394867;0.131635308;84.59816742;18.40183258;680.703125;0.026321989;3.2690413;3.950944901;0.632455528;99.82398224;0.999759138;1.569526792;1.512568116;2.7566154;3;4;0.307341861
103;AG-069;OBSERVACION;OCRICO;ARGILICO;ALFISOL;USTALFS;HAPLUSTALFS;AQUERTIC HAPLUSTALFS;FINA;9.78647;-74.45313;5.996638991;6.964393381;6;6.971428571;122.0209427;0.785249293;0.000178157;6.079071045;-0.000358475;-0.000287091;-31.44462776;0;32951.13672;13.74218082;0.000489565;120.3498917;1.671051025;707.3022461;0.002357001;3.839693308;6.529314518;0.00344904;98.41790771;0.99933064;1.545944929;1.565366507;-0.960399508;3;4;0.64028634
104;AG-070;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.7863;-74.45805;5.996901523;6.481981249;6;6.485714286;119.0126419;0.808630109;0.023232091;2.35994792;6.29E-05;-0.000152067;1.051000953;0;73810.96875;11.22353935;0.311958343;118.6756668;0.336975098;710.4311523;0.0004741;3.967404842;6.522776604;0.624465227;98.19845581;0.998587787;1.542497754;1.566175818;-0.757076979;3;7;0.689664231
105;AG-071;OBSERVACION;OCRICO;ARGILICO;ALFISOL;USTALFS;HAPLUSTALFS;TYPIC HAPLUSTALFS;FINA;9.79086;-74.46113;6.569659315;7.923309593;6.6;7.571428571;121;0.77368468;0.016665123;6.283185482;-0.000297081;-0.00012385;-5.184934139;0;23568.4082;10.7608099;0.172783315;118.6661224;2.333877563;711.2553711;0.003270618;3.569132805;5.581836224;0.774596691;97.365448;0.998149812;1.529412985;1.559142113;-1.438489199;3;4;0.419664213
